,KO,difference.deter.stocha,cat
828,K02612,-11.83286546,Others
829,K18425,-11.82778711,Others
830,K00265,-11.82764604,Others
831,K00404,-11.81650185,ATP
832,K17760,-11.8150912,Others
833,K01484,-11.80803792,Others
834,K01625,-11.79477775,Carbon
835,K01462,-11.77418217,Others
836,K18676,-11.76458971,Others
837,K01409,-11.75062422,Others
838,K19788,-11.7478029,Others
839,K03582,-11.7170506,Others
840,K07636,-11.71634528,Others
841,K13542,-11.71549888,Cofactor & Vitamin
842,K00554,-11.71479355,Others
843,K07481,-11.68065567,Others
844,K12263,-11.63777173,Others
845,K09760,-11.61590656,Others
846,K10206,-11.61520123,Others
847,K07114,-11.60123574,Others
848,K01745,-11.59855549,Others
849,K13572,-11.59023262,Others
850,K21420,-11.58924515,Others
851,K08678,-11.58388467,Others
852,K00791,-11.58092229,Others
853,K07386,-11.56286589,Others
854,K22106,-11.56145524,Others
855,K02195,-11.54946465,Others
856,K00479,-11.54636122,Others
857,K19266,-11.53973113,Others
858,K00784,-11.53578129,Others
859,K07184,-11.52703523,Others
860,K00075,-11.52294432,Others
861,K12445,-11.52280326,Others
862,K07313,-11.51885342,Others
863,K01911,-11.51617317,Cofactor & Vitamin
864,K03073,-11.50051489,Others
865,K01126,-11.49049924,Others
866,K03286,-11.48725472,Others
867,K09803,-11.47371242,Others
868,K11431,-11.47286603,Others
869,K03329,-11.46722341,Others
870,K05520,-11.42800717,Others
871,K03576,-11.41347741,Others
872,K00762,-11.4098097,Others
873,K01840,-11.40430814,Others
874,K03306,-11.37694142,Others
875,K01661,-11.37143986,Cofactor & Vitamin
876,K03100,-11.36452764,Others
877,K03583,-11.35973142,Others
878,K02843,-11.35380666,Others
879,K07237,-11.34886936,Others
880,K11936,-11.34816403,Others
881,K03564,-11.3433678,Others
882,K05501,-11.34040543,Others
883,K03820,-11.33772518,Others
884,K01649,-11.32643992,Others
885,K06131,-11.30542115,Others
886,K00362,-11.30217665,Nitrogen
887,K09908,-11.30034279,Others
888,K03704,-11.28821114,Others
889,K10807,-11.26028016,Others
890,K07712,-11.24603253,Others
891,K01507,-11.227694,Others
892,K25028,-11.20498244,Others
893,K22908,-11.19285079,Others
894,K00140,-11.17479439,Carbon
895,K02609,-11.173948,Others
896,K06207,-11.17084456,Others
897,K09144,-11.17013924,Others
898,K01159,-11.16562513,Others
899,K11940,-11.1526471,Others
900,K12286,-11.14192611,Others
901,K16898,-11.13416751,Others
902,K02313,-11.11328979,Others
903,K07044,-11.07548421,Others
904,K15633,-11.06391682,Carbon
905,K00074,-11.06208297,Others
906,K01664,-11.05037453,Others
907,K06991,-11.04670682,Others
908,K20918,-11.03683223,Others
909,K14682,-11.0316128,Others
910,K00003,-11.0017069,Others
911,K02005,-10.99930878,Others
912,K07278,-10.99578214,Others
913,K02172,-10.99338402,Others
914,K11179,-10.99296083,Others
915,K02440,-10.97081352,Others
916,K06193,-10.96376025,Others
917,K20972,-10.94626811,Others
918,K12524,-10.93258474,Others
919,K03699,-10.92482614,Others
920,K03294,-10.92397975,Others
921,K21556,-10.91847818,Others
922,K19302,-10.91311769,Others
923,K03719,-10.89943433,Others
924,K13599,-10.89661301,Others
925,K14155,-10.87700489,Others
926,K18912,-10.86924629,Others
927,K04096,-10.84977924,Others
928,K00666,-10.83623693,Others
929,K01438,-10.82974792,Others
930,K03299,-10.81761627,Others
931,K04755,-10.81606456,Others
932,K14063,-10.81479497,Others
933,K01843,-10.80999873,Others
934,K01761,-10.80012413,Others
935,K02914,-10.79772602,Others
936,K03701,-10.77811791,Others
937,K03470,-10.75879192,Others
938,K09954,-10.75540634,Others
939,K08968,-10.75484208,Others
940,K04760,-10.74073552,Others
941,K07240,-10.73650355,Others
942,K21562,-10.72380764,Others
943,K01756,-10.72013994,Others
944,K01879,-10.70857255,Others
945,K18473,-10.69883903,Others
946,K23777,-10.68698951,Others
947,K03636,-10.67034377,Others
948,K00764,-10.66498329,Others
949,K01420,-10.66484222,Others
950,K01682,-10.66441903,Carbon
951,K04042,-10.66230304,Carbon
952,K23258,-10.62477959,Others
953,K07243,-10.61250687,Others
954,K01493,-10.60488934,Others
955,K09958,-10.60404294,Others
956,K22226,-10.60291442,Cofactor & Vitamin
957,K00831,-10.56849441,Others
958,K09966,-10.55974834,Others
959,K07136,-10.55692702,Others
960,K03110,-10.54860416,Others
961,K02462,-10.54324366,Others
962,K03557,-10.53802423,Others
963,K02836,-10.53111202,Others
964,K00857,-10.51630013,Others
965,K09857,-10.51404309,Others
966,K00970,-10.50670767,Others
967,K07637,-10.47722496,Others
968,K00647,-10.46452905,Cofactor & Vitamin
969,K07482,-10.45973282,Others
970,K00052,-10.45112782,Others
971,K03601,-10.44633159,Others
972,K02946,-10.43829085,Others
973,K09001,-10.43744446,Others
974,K07236,-10.42728773,Others
975,K02338,-10.41515609,Others
976,K25227,-10.4093724,Others
977,K24929,-10.40796174,Others
978,K07334,-10.40217806,Others
979,K13730,-10.38341633,Others
980,K02879,-10.37932543,Others
981,K03578,-10.36789911,Others
982,K04567,-10.35252296,Others
983,K23264,-10.34180197,Others
984,K07235,-10.3334791,Others
985,K07456,-10.32628476,Others
986,K13821,-10.31782082,Others
987,K03521,-10.30822836,Others
988,K06881,-10.29651991,Others
989,K02479,-10.2891845,Others
990,K03437,-10.28523466,Others
991,K18688,-10.28495253,Others
992,K21572,-10.28495253,Others
993,K03282,-10.2797331,Others
994,K02038,-10.27028171,Others
995,K00973,-10.23092441,Others
996,K14059,-10.23092441,Others
997,K03600,-10.22739776,Others
998,K01953,-10.22246046,Others
999,K03457,-10.2137144,Others
1000,K02959,-10.20821284,Others
1001,K03973,-10.20793071,Others
1002,K06940,-10.19664546,Others
1003,K02232,-10.19579907,Cofactor & Vitamin
1004,K24073,-10.18634767,Others
1005,K02478,-10.18028185,Others
1006,K11357,-10.17746054,Others
1007,K00053,-10.15644176,Others
1008,K04034,-10.13951389,Others
1009,K02656,-10.13711578,Others
1010,K02884,-10.13655151,Others
1011,K02194,-10.11877725,Others
1012,K02242,-10.11440421,Others
1013,K00766,-10.11398101,Carbon
1014,K01960,-10.10015659,Carbon
1015,K07303,-10.09818167,Others
1016,K02294,-10.0939497,Others
1017,K05591,-10.08788387,Others
1018,K03426,-10.07462371,Others
1019,K01070,-10.05487452,Others
1020,K01150,-10.04499993,Others
1021,K06075,-10.04161436,Others
1022,K18586,-10.03794665,Others
1023,K03929,-10.01904386,Others
1024,K02036,-10.00959246,Others
1025,K07727,-10.00916927,Others
1026,K21698,-9.98561131,Others
1027,K01449,-9.98039188,Others
1028,K22305,-9.98039188,Others
1029,K03522,-9.97164582,Others
1030,K01104,-9.969106635,Others
1031,K01496,-9.96092483,Others
1032,K02457,-9.96050163,Others
1033,K03151,-9.93652047,Cofactor & Vitamin
1034,K00688,-9.915360639,Carbon
1035,K09705,-9.911128669,Others
1036,K23302,-9.9073199,Others
1037,K18850,-9.900266611,Others
1038,K13695,-9.893213337,Others
1039,K02221,-9.86612874,Others
1040,K03772,-9.85540775,Others
1041,K13643,-9.85145791,Others
1042,K12943,-9.847931272,Others
1043,K05799,-9.83424791,Others
1044,K00573,-9.81647364,Others
1045,K20968,-9.813088068,Others
1046,K06938,-9.80222602,Others
1047,K06987,-9.78473387,Others
1048,K19997,-9.74368379,Others
1049,K04748,-9.73324493,Others
1050,K04720,-9.727743378,Others
1051,K19623,-9.724922065,Others
1052,K15918,-9.723511408,Carbon
1053,K13075,-9.70728886,Others
1054,K03182,-9.70404435,Cofactor & Vitamin
1055,K07495,-9.70079984,Others
1056,K12941,-9.69515722,Others
1057,K03703,-9.69247697,Others
1058,K09978,-9.69092524,Others
1059,K09906,-9.68062746,Others
1060,K11755,-9.66313532,Others
1061,K03801,-9.66243,Cofactor & Vitamin
1062,K02482,-9.64225761,Others
1063,K13274,-9.625470807,Others
1064,K01915,-9.60642695,Others
1065,K03186,-9.59937367,Cofactor & Vitamin
1066,K00974,-9.58188153,Others
1067,K03088,-9.57511039,Others
1068,K00253,-9.57116055,Others
1069,K06920,-9.55592546,Others
1070,K01951,-9.54069037,Others
1071,K07305,-9.53984399,Others
1072,K22278,-9.53476562,Others
1073,K06949,-9.53194431,Others
1074,K07186,-9.53025152,Others
1075,K00604,-9.52136439,Others
1076,K00117,-9.51840201,Others
1077,K06192,-9.517978815,Others
1078,K03076,-9.51431111,Others
1079,K08174,-9.508527414,Others
1080,K20742,-9.48017323,Others
1081,K12500,-9.479326837,Others
1082,K01046,-9.44335511,Others
1083,K03602,-9.42812001,Others
1084,K11942,-9.42642724,Others
1085,K09011,-9.406254853,Others
1086,K20810,-9.396803452,Cofactor & Vitamin
1087,K00826,-9.39652132,Others
1088,K18297,-9.386928864,Others
1089,K02899,-9.37902919,Others
1090,K01817,-9.37437402,Carbon
1091,K09804,-9.370424189,Others
1092,K02848,-9.361960248,Others
1093,K07486,-9.35942107,Others
1094,K14060,-9.358151474,Others
1095,K07493,-9.35194459,Others
1096,K01752,-9.34587877,Others
1097,K00982,-9.32641172,Others
1098,K00297,-9.32161548,Carbon
1099,K01338,-9.30835532,Others
1100,K02895,-9.30313589,Others
1101,K09928,-9.3010199,Others
1102,K05808,-9.29467196,Others
1103,K02336,-9.282258176,Others
1104,K07443,-9.27506384,Others
1105,K07501,-9.26335538,Others
1106,K00175,-9.23627079,Carbon
1107,K10215,-9.235142267,Others
1108,K00639,-9.22978177,Others
1109,K19429,-9.218637592,Others
1110,K03759,-9.211584308,Others
1111,K09777,-9.211584308,Others
1112,K03562,-9.20805767,Others
1113,K09165,-9.2029793,Others
1114,K07665,-9.20255611,Others
1115,K00849,-9.1997348,Carbon
1116,K00858,-9.1956439,Others
1117,K22479,-9.19409217,Others
1118,K00574,-9.19352791,Others
1119,K00789,-9.18478184,Others
1120,K05396,-9.179985614,Others
1121,K21218,-9.178574957,Others
1122,K05776,-9.177164301,Others
1123,K00174,-9.16319881,Carbon
1124,K00936,-9.15967217,Others
1125,K07683,-9.159248969,Others
1126,K04083,-9.14457815,Others
1127,K00219,-9.14175683,Others
1128,K18430,-9.13371609,Others
1129,K03775,-9.12708601,Others
1130,K07645,-9.122007648,Others
1131,K05874,-9.11819887,Others
1132,K05995,-9.11678822,Others
1133,K09765,-9.105502973,Others
1134,K02343,-9.09901395,Others
1135,K18091,-9.081945013,Others
1136,K01958,-9.0795469,Carbon
1137,K23514,-9.062619024,Others
1138,K07746,-9.05500148,Others
1139,K23138,-9.046114349,Others
1140,K01207,-9.04442156,Others
1141,K07175,-9.0258009,Others
1142,K06970,-9.025377704,Others
1143,K03784,-9.018747617,Others
1144,K00108,-9.01776016,Others
1145,K12243,-9.004641059,Others
1146,K13288,-8.99702351,Others
1147,K06415,-8.984327609,Others
1148,K18471,-8.97346556,Others
1149,K11209,-8.96020539,Others
1150,K03695,-8.95301105,Others
1151,K03932,-8.9503308,Others
1152,K02874,-8.94722735,Others
1153,K03651,-8.94313645,Others
1154,K03702,-8.93636531,Others
1155,K12685,-8.934390387,Others
1156,K04575,-8.931569073,Others
1157,K20977,-8.92113022,Others
1158,K03641,-8.91280735,Others
1159,K07644,-8.91125562,Others
1160,K16055,-8.894327753,Others
1161,K07180,-8.890518979,Others
1162,K01556,-8.88995472,Carbon
1163,K19239,-8.887697665,Others
1164,K01118,-8.880644391,Others
1165,K06183,-8.876412421,Others
1166,K07046,-8.86879487,Others
1167,K19231,-8.865550363,Others
1168,K03216,-8.86399865,Others
1169,K03101,-8.86047201,Others
1170,K03473,-8.85468832,Cofactor & Vitamin
1171,K03040,-8.84114602,Others
1172,K12297,-8.840581757,Others
1173,K17080,-8.8301429,Others
1174,K15977,-8.82802691,Others
1175,K01624,-8.82633413,Carbon
1176,K00705,-8.82167896,Carbon
1177,K07124,-8.81349716,Others
1178,K00799,-8.80602068,Others
1179,K09022,-8.8034815,Others
1180,K02655,-8.7985442,Others
1181,K16165,-8.796710349,Others
1182,K07315,-8.79276051,Others
1183,K01426,-8.79191412,Others
1184,K07245,-8.791067721,Others
1185,K02617,-8.785425104,Others
1186,K07713,-8.77964141,Others
1187,K03269,-8.77724329,Others
1188,K00370,-8.76229034,Nitrogen
1189,K01704,-8.76073862,Others
1190,K16868,-8.74945337,Others
1191,K18455,-8.74578567,Others
1192,K20459,-8.738732382,Others
1193,K09859,-8.719406393,Others
1194,K03716,-8.709955,Others
1195,K01295,-8.70713369,Others
1196,K19691,-8.697259091,Others
1197,K07153,-8.694437787,Others
1198,K03472,-8.685973846,Cofactor & Vitamin
1199,K05786,-8.68498639,Others
1200,K07257,-8.67271368,Others
1201,K06041,-8.6705977,Others
1202,K06901,-8.662839084,Others
1203,K00798,-8.65790179,Cofactor & Vitamin
1204,K02529,-8.65620901,Others
1205,K06351,-8.654375153,Others
1206,K00809,-8.65098958,Others
1207,K22108,-8.61840342,Others
1208,K06607,-8.607682431,Others
1209,K19360,-8.60373259,Others
1210,K01486,-8.585535128,Others
1211,K09916,-8.571428571,Others
1212,K02502,-8.56945365,Others
1213,K03808,-8.56620914,Others
1214,K00293,-8.556334552,Others
1215,K00172,-8.545472504,Carbon
1216,K03765,-8.545472504,Others
1217,K01141,-8.544061847,Others
1218,K06187,-8.53757283,Others
1219,K07231,-8.516271918,Others
1220,K00294,-8.514297,Others
1221,K22105,-8.499767242,Others
1222,K05499,-8.488905194,Others
1223,K02992,-8.4876356,Others
1224,K03790,-8.4839679,Others
1225,K22616,-8.480441253,Others
1226,K07063,-8.4384037,Others
1227,K02878,-8.43812157,Others
1228,K00405,-8.430927228,ATP
1229,K07116,-8.42288648,Others
1230,K07507,-8.42048837,Others
1231,K00941,-8.41569213,Cofactor & Vitamin
1232,K19430,-8.404547955,Others
1233,K09858,-8.396507211,Others
1234,K03741,-8.3953787,Others
1235,K02274,-8.39199312,ATP
1236,K02948,-8.38719689,Others
1237,K03392,-8.37337246,Carbon
1238,K03694,-8.3728082,Others
1239,K00169,-8.35926589,Carbon
1240,K18991,-8.357855243,Others
1241,K01923,-8.35136622,Others
1242,K08994,-8.349391302,Others
1243,K01690,-8.347980646,Carbon
1244,K02906,-8.34290228,Others
1245,K25621,-8.332886627,Others
1246,K13380,-8.328654657,ATP
1247,K01589,-8.32667974,Others
1248,K25027,-8.32287096,Others
1249,K00587,-8.31158572,Others
1250,K02841,-8.30735375,Others
1251,K05525,-8.295645306,Others
1252,K00948,-8.28675817,Carbon
1253,K07304,-8.28026916,Others
1254,K06873,-8.273498004,Others
1255,K02341,-8.25473628,Others
1256,K18900,-8.2521971,Others
1257,K01726,-8.25120964,Others
1258,K19225,-8.24175824,Others
1259,K06143,-8.236256683,Others
1260,K01928,-8.23541029,Others
1261,K01712,-8.23089619,Others
1262,K01609,-8.22934446,Carbon
1263,K19005,-8.22440718,Others
1264,K00076,-8.21594323,Others
1265,K21062,-8.203247333,Others
1266,K06978,-8.20127241,Others
1267,K15876,-8.1980279,Nitrogen
1268,K08723,-8.19421913,Others
1269,K13292,-8.18589626,Others
1270,K03664,-8.17743232,Others
1271,K05526,-8.164595355,Others
1272,K00451,-8.15457969,Carbon
1273,K00761,-8.14752642,Others
1274,K04082,-8.14004994,Others
1275,K11904,-8.131586005,Others
1276,K20971,-8.128764691,Others
1277,K10806,-8.11592771,Others
1278,K13283,-8.1139528,Others
1279,K18990,-8.112260016,Others
1280,K24936,-8.10845124,Others
1281,K18930,-8.09758918,Others
1282,K08972,-8.09335722,Others
1283,K11537,-8.088702057,Others
1284,K11493,-8.0872914,Others
1285,K07070,-8.083059431,Others
1286,K24662,-8.072197381,Others
1287,K01153,-8.05371779,Others
1288,K05811,-8.040598678,Others
1289,K23776,-8.03072409,Others
1290,K03657,-8.01760499,Others
1291,K05541,-8.008576789,Others
1292,K02276,-8.00406269,ATP
1293,K21563,-7.99672728,Others
1294,K16568,-7.99531662,Others
1295,K22227,-7.98910973,Cofactor & Vitamin
1296,K05952,-7.985442025,Others
1297,K12267,-7.98346711,Others
1298,K00803,-7.982620722,Others
1299,K21470,-7.979799408,Others
1300,K04094,-7.97641383,Others
1301,K20978,-7.96893735,Others
1302,K09930,-7.96230727,Others
1303,K08097,-7.961884076,Others
1304,K09812,-7.95878063,Others
1305,K03781,-7.945379401,Carbon
1306,K02994,-7.9318371,Others
1307,K02528,-7.92661767,Others
1308,K02565,-7.920410785,Others
1309,K02668,-7.91984652,Others
1310,K08352,-7.91081832,Others
1311,K04062,-7.893044052,Others
1312,K11731,-7.872307406,Others
1313,K08082,-7.86285602,Others
1314,K11996,-7.84762093,Others
1315,K06136,-7.82984666,Others
1316,K02626,-7.815740097,Others
1317,K03530,-7.81263666,Others
1318,K00228,-7.81136707,Cofactor & Vitamin
1319,K12280,-7.807276165,Others
1320,K04750,-7.80346739,Others
1321,K16137,-7.7976837,Others
1322,K00318,-7.78738591,Others
1323,K01045,-7.764392219,Others
1324,K16593,-7.761994101,Cofactor & Vitamin
1325,K02257,-7.73956467,ATP
1326,K10979,-7.735614838,Others
1327,K01970,-7.717699506,Others
1328,K02897,-7.70796597,Others
1329,K17768,-7.70683745,Others
1330,K08364,-7.70190015,Others
1331,K15726,-7.70020737,Others
1332,K21906,-7.698373517,Others
1333,K00012,-7.69005064,Carbon
1334,K01933,-7.68342055,Others
1335,K03767,-7.67086572,Others
1336,K16052,-7.66606948,Others
1337,K01939,-7.66169646,Others
1338,K04074,-7.65633596,Others
1339,K01533,-7.6422294,Others
1340,K12658,-7.64039555,Others
1341,K03425,-7.637574237,Others
1342,K23066,-7.637574237,Others
1343,K09017,-7.6332012,Others
1344,K19711,-7.631931611,Others
1345,K02448,-7.618248248,Others
1346,K03611,-7.61768399,Others
1347,K13522,-7.608796847,Others
1348,K01637,-7.59976865,Carbon
1349,K24158,-7.59878119,Others
1350,K02931,-7.59525455,Others
1351,K03548,-7.59398496,Others
1352,K01676,-7.59130471,Carbon
1353,K19736,-7.588060211,Others
1354,K14952,-7.58284078,Others
1355,K03812,-7.575364302,Others
1356,K10808,-7.575364302,Others
1357,K04095,-7.565912909,Others
1358,K02167,-7.55928282,Others
1359,K07397,-7.54969036,Others
1360,K02355,-7.54715118,Others
1361,K06214,-7.542354949,Others
1362,K07395,-7.539533637,Others
1363,K02935,-7.52881265,Others
1364,K06182,-7.527260931,Others
1365,K02112,-7.524439617,ATP
1366,K02358,-7.50708855,Others
1367,K04092,-7.503702973,Carbon
1368,K16051,-7.50088166,Others
1369,K16046,-7.48578764,Others
1370,K07000,-7.484376984,Others
1371,K09835,-7.484376984,Others
1372,K01525,-7.45179083,Others
1373,K00426,-7.449956976,ATP
1374,K10680,-7.4461482,Others
1375,K09691,-7.44135197,Others
1376,K20480,-7.43810747,Others
1377,K05587,-7.426399018,Others
1378,K02892,-7.42132065,Others
1379,K09948,-7.41596017,Others
1380,K23886,-7.40171253,Others
